InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
INV502464,SC57241,JUMBO BAG WOODLAND ANIMALS,19,2023-10-10 22:03:20.200040,4.52,C1269,United Kingdom,85.88
INV502465,SC52533,PLASTERS IN TIN VINTAGE PAISLEY,12,2022-07-06 05:22:20.188037,2.32,C1420,United Kingdom,27.839999999999996
INV502466,SC38270,NATURAL SLATE HEART CHALKBOARD,16,2022-02-28 00:57:36.691338,13.36,C1162,United Kingdom,213.76
INV502467,SC88815,PARTY BUNTING,5,2022-11-13 17:46:57.923584,3.1,C1442,Germany,15.5
INV502468,SC49279,STAINLESS STEEL KITCHEN COLANDER,16,2023-02-14 18:43:08.197639,3.5,C1023,Portugal,56.0
INV502469,SC33888,PLASTERS IN TIN VINTAGE PAISLEY,6,2023-01-22 17:44:05.089017,1.88,C1496,USA,11.28
INV502470,SC27630,PACK OF 72 RETROSPOT CAKE CASES,11,2023-03-05 14:12:21.748349,4.48,C1192,Spain,49.28
INV502471,SC71063,STRAWBERRY LUNCH BOX WITH CUTLERY,17,2022-04-30 17:25:04.380876,2.55,C1365,United Kingdom,43.349999999999994
INV502472,SC45144,HEART OF WICKER SMALL,14,2023-12-30 17:00:00.720144,0.55,C1389,Netherlands,7.700000000000001
INV502473,SC62161,MAGIC DRAWING SLATE,6,2022-05-18 15:54:20.092018,3.31,C1496,Switzerland,19.86
INV502474,SC87360,NOTEBOOK A7 IVORY,11,2023-05-23 04:39:07.669533,5.82,C1451,United Kingdom,64.02000000000001
INV502475,SC60979,PACK OF 12 LONDON TISSUES,12,2023-02-10 06:13:19.359871,1.31,C1293,Spain,15.72
INV502476,SC16979,JUMBO STORAGE BAG SUKI,13,2023-10-08 21:03:25.241048,1.25,C1128,United Kingdom,16.25
INV502477,SC36189,LUNCH BAG RED RETROSPOT,4,2023-10-11 22:33:17.679535,3.32,C1040,United Kingdom,13.28
INV502478,SC52600,JUMBO BAG WOODLAND ANIMALS,7,2022-06-24 09:52:49.353870,5.61,C1030,United Kingdom,39.27
INV502479,SC69560,NOTEBOOK A7 IVORY,2,2022-06-26 17:52:43.592718,1.36,C1035,France,2.72
INV502480,SC88040,WHITE HANGING HEART T-LIGHT HOLDER,6,2022-05-01 00:25:03.660732,8.58,C1456,Netherlands,51.480000000000004
INV502481,SC71558,BLUE POLKADOT MADELEINE GIFT BAG,6,2022-10-04 11:48:37.303460,8.37,C1360,United Kingdom,50.22
INV502482,SC96205,SET 12 COLOUR PENCILS DOLLY GIRL,18,2023-09-14 16:04:25.013002,1.17,C1252,Germany,21.06
INV502483,SC16910,SMALL HEART FLOWERS HOOK,8,2022-12-19 04:15:30.426085,1.42,C1437,Australia,11.36
INV502484,SC67713,BROCADE RING PURSE,8,2022-03-20 00:26:47.361472,4.12,C1364,USA,32.96
INV502485,SC56857,PACK OF 6 BIRDY GIFT TAGS,8,2023-03-15 22:41:56.183236,9.59,C1214,United Kingdom,76.72
INV502486,SC44964,BAG 250g SWIRLY MARBLES,8,2023-01-19 02:14:14.090818,4.21,C1286,United Kingdom,33.68
INV502487,SC95667,PLASTERS IN TIN SKULL,1,2023-07-05 19:07:20.008001,2.27,C1255,France,2.27
INV502488,SC35227,CAT BOWL PINK,2,2022-05-19 09:24:18.291658,1.06,C1412,United Kingdom,2.12
INV502489,SC15978,REGENCY CAKESTAND 3 TIER,12,2023-05-27 13:38:56.867373,2.35,C1368,United Kingdom,28.200000000000003
INV502490,SC97527,NOTEBOOK A7 IVORY,15,2023-09-20 08:34:10.970194,3.3,C1468,United Kingdom,49.5
INV502491,SC27153,BLUE POLKADOT MADELEINE GIFT BAG,4,2022-03-21 04:26:44.480896,1.71,C1386,Spain,6.84
INV502492,SC69765,SMALL HEART FLOWERS HOOK,3,2023-07-23 17:36:35.719143,2.64,C1185,Spain,7.92
INV502493,SC49071,LARGE LETTER BOX KINGS ROAD,14,2023-07-02 07:07:28.649729,0.92,C1473,United Kingdom,12.88
INV502494,SC79519,GIRLS ALPHABET IRON ON PATCHES,8,2023-09-08 23:34:39.055811,2.31,C1060,United Kingdom,18.48
INV502495,SC19503,MEDIUM CERAMIC TOP STORAGE JAR,13,2022-10-31 14:47:30.330066,0.79,C1261,Germany,10.27
INV502497,SC74379,PARTY BUNTING,5,2022-11-24 12:46:31.278255,6.34,C1110,United Kingdom,31.7
INV502498,SC67866,LARGE LETTER BOX KINGS ROAD,13,2022-09-25 17:48:58.907781,1.19,C1316,United Kingdom,15.469999999999999
INV502499,SC26905,HAND WARMER UNION JACK,1,2022-01-12 01:59:32.634526,3.07,C1429,United Kingdom,3.07
INV502500,SC55838,PARTY BUNTING,16,2022-02-23 15:57:47.493498,0.98,C1140,United Kingdom,15.68
INV502501,SC68279,ALARM CLOCK BAKELIKE PINK,2,2023-11-05 21:02:16.107221,1.41,C1232,France,2.82
INV502502,SC99489,MEDIUM CERAMIC TOP STORAGE JAR,7,2022-02-20 17:57:54.694938,1.85,C1022,Germany,12.950000000000001
INV502503,SC36806,JUMBO BAG RED RETROSPOT,6,2023-11-02 23:02:23.308661,0.97,C1078,United Kingdom,5.82
INV502504,SC55000,LARGE LETTER BOX KINGS ROAD,5,2023-11-22 22:31:33.978795,0.64,C1493,United Kingdom,3.2
INV502505,SC32168,PLASTERS IN TIN SKULL,4,2023-09-24 21:03:59.807961,6.79,C1030,United Kingdom,27.16
INV502506,SC80119,FELT CHRISTMAS TREE WITH BAUBLES,2,2022-08-01 04:21:16.095219,0.54,C1003,Germany,1.08
INV502508,SC64093,PAPER CHAIN KIT VINTAGE CHRISTMAS,5,2023-07-10 18:07:07.765553,5.41,C1117,United Kingdom,27.05
INV502509,SC65419,CHRISTMAS GINGHAM STAR,18,2023-04-23 03:40:21.844368,1.49,C1065,France,26.82
INV502510,SC59145,PAPER CHAIN KIT VINTAGE CHRISTMAS,10,2023-06-21 22:37:54.214842,4.35,C1399,Netherlands,43.5
INV502511,SC87425,FELT CHRISTMAS TREE WITH BAUBLES,15,2022-09-27 04:48:55.307061,0.97,C1370,United Kingdom,14.549999999999999
INV502512,SC87811,PACK OF 6 BIRDY GIFT TAGS,9,2022-09-28 08:48:52.426485,1.31,C1286,United Kingdom,11.790000000000001
INV502513,SC12461,FANCY FONT HOME SWEET HOME DOORMAT,11,2023-03-12 07:12:05.185037,3.05,C1175,USA,33.55
INV502514,SC24291,JUMBO BAG WOODLAND ANIMALS,17,2023-10-11 22:33:17.679535,13.93,C1122,USA,236.81
INV502515,SC56804,PLASTERS IN TIN SKULL,9,2023-01-18 19:14:14.810962,0.73,C1230,United Kingdom,6.57
INV502516,SC86971,LARGE LETTER BOX KINGS ROAD,16,2023-02-27 00:42:37.951590,2.04,C1042,Spain,32.64
INV502517,SC74946,SMALL HEART FLOWERS HOOK,6,2022-03-23 08:56:39.079815,0.63,C1491,Germany,3.7800000000000002
INV502518,SC94080,PACK OF 12 LONDON TISSUES,11,2023-02-27 07:42:37.231446,1.17,C1003,USA,12.87
INV502519,SC71332,PAPER CHAIN KIT VINTAGE CHRISTMAS,17,2022-10-07 13:18:29.741948,7.64,C1189,United Kingdom,129.88
INV502520,SC87794,STRAWBERRY CERAMIC TRINKET BOX,4,2022-07-02 20:52:28.469693,0.8,C1303,Spain,3.2
INV502521,SC40841,HEART OF WICKER SMALL,15,2022-09-03 03:19:54.718943,6.33,C1411,Netherlands,94.95
INV502522,SC58758,BAG 250g SWIRLY MARBLES,1,2022-09-22 12:49:06.829365,1.09,C1249,United Kingdom,1.09
INV502523,SC86272,PARTY BUNTING,1,2022-04-07 12:56:01.632326,6.44,C1143,Spain,6.44
INV502524,SC47643,PACK OF 12 LONDON TISSUES,9,2023-08-24 05:35:17.943588,2.82,C1486,United Kingdom,25.38
INV502525,SC60408,IVORY KNITTED MUG COSY,12,2023-04-30 21:10:02.760552,6.82,C1344,United Kingdom,81.84
INV502526,SC53950,ZINC WILLIE WINKIE  CANDLE STICK,4,2022-06-30 23:22:33.150630,0.99,C1381,United Kingdom,3.96
INV502527,SC66849,IVORY KNITTED MUG COSY,13,2023-04-04 08:11:08.293658,4.81,C1332,USA,62.529999999999994
INV502528,SC38044,DOORSTOP UNION JACK,7,2023-03-19 21:11:46.461292,3.92,C1452,United Kingdom,27.439999999999998
INV502529,SC25997,ASSORTED COLOUR BIRD ORNAMENT,8,2022-01-24 11:29:02.028405,2.85,C1157,Germany,22.8
INV502530,SC89751,CERAMIC STAR XMAS DECORATION,13,2023-09-09 03:04:38.695739,5.49,C1064,Germany,71.37
INV502531,SC33911,LARGE LETTER BOX KINGS ROAD,11,2022-10-12 08:48:17.859571,3.63,C1324,United Kingdom,39.93
INV502532,SC65533,CERAMIC STAR XMAS DECORATION,9,2023-09-22 23:34:04.488897,6.79,C1269,United Kingdom,61.11
INV502533,SC92566,STRAWBERRY LUNCH BOX WITH CUTLERY,16,2022-09-17 17:19:18.711742,1.94,C1074,France,31.04
INV502534,SC24571,STRAWBERRY LUNCH BOX WITH CUTLERY,10,2023-11-13 18:01:56.663332,3.17,C1417,USA,31.7
INV502535,SC67941,LARGE LETTER BOX KINGS ROAD,11,2022-08-04 09:21:08.173634,6.63,C1439,United Kingdom,72.92999999999999
INV502536,SC68005,JUMBO STORAGE BAG SUKI,12,2023-03-18 20:41:48.981796,1.23,C1028,United Kingdom,14.76
INV502537,SC96250,RECYCLED ACAPULCO MAT,14,2023-08-05 06:36:04.752950,2.5,C1465,United Kingdom,35.0
INV502538,SC68712,PARTY BUNTING,19,2022-01-16 10:59:21.832366,10.21,C1334,United Kingdom,193.99
INV502539,SC53541,CHRISTMAS GINGHAM STAR,12,2023-01-25 01:43:59.327865,2.43,C1237,United Kingdom,29.160000000000004
INV502540,SC33387,ZINC WILLIE WINKIE  CANDLE STICK,18,2023-12-21 16:00:23.044608,1.37,C1152,United Kingdom,24.660000000000004
INV502541,SC58908,CHRISTMAS GINGHAM STAR,17,2022-06-19 17:53:00.876175,1.8,C1093,United Kingdom,30.6
INV502542,SC95457,MEDIUM CERAMIC TOP STORAGE JAR,3,2022-06-18 17:23:03.396679,6.99,C1236,United Kingdom,20.97
INV502543,SC23057,CHILDRENS CUTLERY DOLLY GIRL,1,2022-11-24 12:46:31.278255,9.8,C1321,Spain,9.8
INV502545,SC65731,MEDIUM CERAMIC TOP STORAGE JAR,4,2022-11-07 00:47:14.486897,4.1,C1295,United Kingdom,16.4
INV502546,SC34858,MAGIC DRAWING SLATE,16,2023-03-05 21:12:21.028205,2.64,C1218,France,42.24
INV502547,SC58689,PACK OF 12 LONDON TISSUES,12,2022-03-16 12:26:56.003200,1.11,C1245,United Kingdom,13.32
INV502548,SC54638,COLOURING PENCILS BROWN TUBE,13,2022-02-06 07:28:30.342068,0.89,C1496,USA,11.57
INV502549,SC56486,RECYCLED ACAPULCO MAT,17,2022-05-10 11:54:40.256051,0.68,C1398,France,11.56
INV502550,SC30567,HEART OF WICKER SMALL,8,2022-05-30 04:23:51.646329,0.55,C1031,Spain,4.4
INV502551,SC39739,BROCADE RING PURSE,13,2023-11-16 12:31:49.821964,6.81,C1019,United Kingdom,88.53
INV502552,SC67804,STRAWBERRY LUNCH BOX WITH CUTLERY,5,2023-12-08 23:30:54.370874,5.47,C1052,Germany,27.349999999999998
INV502553,SC13754,COLOURING PENCILS BROWN TUBE,18,2022-03-29 08:26:24.316863,3.02,C1205,United Kingdom,54.36
INV502554,SC37044,STRAWBERRY CERAMIC TRINKET BOX,15,2023-03-17 16:41:51.862372,20.49,C1218,United Kingdom,307.34999999999997
INV502555,SC77260,RED RETROSPOT MINI CASES,12,2023-01-04 22:44:49.017803,9.68,C1194,United Kingdom,116.16
INV502556,SC76912,IVORY KNITTED MUG COSY,17,2023-02-25 10:12:41.912382,3.69,C1304,Germany,62.73
INV502557,SC18706,PACK OF 72 RETROSPOT CAKE CASES,15,2022-10-28 23:47:36.811362,2.37,C1194,France,35.550000000000004
INV502558,SC18894,METAL SIGN TAKE IT OR LEAVE IT,2,2022-09-14 08:49:26.993398,1.0,C1460,United Kingdom,2.0
INV502559,SC28037,NATURAL SLATE HEART CHALKBOARD,6,2023-06-05 11:08:34.902980,2.67,C1344,Germany,16.02
INV502560,SC93986,DOORSTOP UNION JACK,17,2022-07-01 02:52:32.790558,1.02,C1081,United Kingdom,17.34
INV502561,SC91942,DOORSTOP UNION JACK,16,2023-09-24 07:04:01.248249,2.02,C1000,United Kingdom,32.32
INV502562,SC61612,CHILDRENS CUTLERY DOLLY GIRL,17,2022-12-01 16:16:13.634726,9.08,C1166,Germany,154.36
INV502563,SC39725,RED RETROSPOT MINI CASES,9,2022-10-08 17:18:26.861372,1.76,C1316,United Kingdom,15.84
INV502564,SC15926,PACK OF 72 RETROSPOT CAKE CASES,5,2022-10-28 16:47:37.531506,1.0,C1182,United Kingdom,5.0
INV502565,SC19496,ZINC WILLIE WINKIE  CANDLE STICK,1,2023-05-11 02:09:37.555511,3.12,C1452,United Kingdom,3.12
INV502566,SC66447,ALARM CLOCK BAKELIKE PINK,6,2022-03-06 03:57:21.568313,3.27,C1385,France,19.62
INV502567,SC39806,ZINC WILLIE WINKIE  CANDLE STICK,14,2023-02-05 00:13:32.322464,1.15,C1349,United Kingdom,16.099999999999998
INV502568,SC98199,PARTY BUNTING,17,2022-01-01 20:59:57.839567,1.16,C1272,USA,19.72
INV502569,SC51321,JUMBO BAG WOODLAND ANIMALS,19,2022-08-20 06:50:28.925785,14.18,C1156,United Kingdom,269.42
INV502570,SC75095,JUMBO BAG RED RETROSPOT,1,2022-05-01 07:25:02.940588,1.34,C1372,Netherlands,1.34
INV502571,SC32656,LUNCH BAG RED RETROSPOT,1,2023-07-12 15:37:03.084616,5.96,C1361,United Kingdom,5.96
INV502572,SC65147,DOORMAT NEW ENGLAND,13,2022-07-04 21:52:23.428685,2.41,C1387,United Kingdom,31.330000000000002
INV502573,SC59666,SET 12 COLOUR PENCILS DOLLY GIRL,14,2023-05-17 01:39:22.792558,2.21,C1200,Germany,30.939999999999998
INV502574,SC92368,NOTEBOOK A7 IVORY,6,2023-05-17 08:39:22.072414,1.55,C1191,United Kingdom,9.3
INV502575,SC48787,PLASTERS IN TIN VINTAGE PAISLEY,6,2022-07-11 00:52:08.305661,4.96,C1340,United Kingdom,29.759999999999998
INV502576,SC72946,STRAWBERRY CERAMIC TRINKET BOX,1,2023-08-12 03:05:47.829565,6.88,C1298,United Kingdom,6.88
INV502577,SC31727,BLUE POLKADOT MADELEINE GIFT BAG,14,2022-08-26 06:20:14.162832,1.41,C1075,United Kingdom,19.74
INV502578,SC78056,LUNCH BAG RED RETROSPOT,3,2022-06-01 01:53:46.965393,0.8,C1139,United Kingdom,2.4000000000000004
INV502579,SC13081,DOORMAT NEW ENGLAND,10,2022-03-11 13:27:08.245649,0.94,C1305,France,9.399999999999999
INV502580,SC44196,DOORMAT NEW ENGLAND,19,2023-01-26 12:43:55.727145,5.22,C1195,Spain,99.17999999999999
INV502581,SC46735,GIRLS ALPHABET IRON ON PATCHES,19,2022-04-15 02:55:42.908581,2.22,C1060,United Kingdom,42.18000000000001
INV502582,SC90102,BAG 250g SWIRLY MARBLES,19,2022-09-02 09:49:56.519303,0.92,C1475,United Kingdom,17.48
INV502583,SC89578,RECYCLED ACAPULCO MAT,4,2022-11-12 06:47:01.524304,1.75,C1456,United Kingdom,7.0
INV502584,SC35498,VINTAGE UNION JACK MEMOBOARD,19,2022-03-16 01:56:57.083416,2.67,C1359,United Kingdom,50.73
INV502585,SC86865,WHITE HANGING HEART T-LIGHT HOLDER,10,2022-02-25 13:27:42.812562,6.23,C1306,Spain,62.300000000000004
INV502586,SC41656,MAGIC DRAWING SLATE,2,2022-06-22 01:52:55.115023,3.58,C1479,Germany,7.16
INV502587,SC77695,LARGE LETTER BOX KINGS ROAD,4,2022-09-27 01:18:55.667133,1.08,C1332,United Kingdom,4.32
INV502588,SC47900,BLUE POLKADOT MADELEINE GIFT BAG,6,2023-09-30 06:33:46.485297,1.02,C1353,United Kingdom,6.12
INV502589,SC94899,NATURAL SLATE HEART CHALKBOARD,7,2022-09-08 12:49:41.396279,2.09,C1082,Belgium,14.629999999999999
,SC57701,RECYCLED ACAPULCO MAT,16,2022-06-10 09:53:23.920784,0.73,C1333,United Kingdom,11.68
INV502591,SC29033,IVORY KNITTED MUG COSY,7,2022-09-29 05:48:50.266053,4.73,C1004,United Kingdom,33.11
INV502592,SC20805,RECYCLED ACAPULCO MAT,18,2022-11-01 22:17:27.089417,2.04,C1218,France,36.72
INV502593,SC45851,LARGE LETTER BOX KINGS ROAD,19,2022-04-15 13:25:41.828365,1.76,C1411,Germany,33.44
INV502594,SC36832,HAND WARMER UNION JACK,9,2022-02-16 05:28:05.857171,2.63,C1253,United Kingdom,23.669999999999998
INV502595,SC73437,BROCADE RING PURSE,10,2023-11-07 01:02:13.226645,4.2,C1473,Australia,42.0
INV502596,SC23944,LUNCH BAG RED RETROSPOT,13,2022-09-16 23:49:20.512102,3.03,C1393,United Kingdom,39.39
INV502597,SC29873,CHRISTMAS GINGHAM STAR,18,2022-11-30 01:46:17.595519,5.36,C1087,Netherlands,96.48
INV502598,SC50372,FELT CHRISTMAS TREE WITH BAUBLES,16,2022-07-01 09:52:32.070414,3.48,C1208,United Kingdom,55.68
INV502599,SC99464,GIRLS ALPHABET IRON ON PATCHES,17,2022-07-14 09:22:00.024004,5.15,C1179,Germany,87.55000000000001
INV502600,SC25379,FANCY FONT HOME SWEET HOME DOORMAT,13,2023-06-20 01:07:58.895779,4.08,C1207,Portugal,53.04
INV502601,SC46751,RED RETROSPOT MINI CASES,12,2022-06-24 23:52:47.913582,1.14,C1272,United Kingdom,13.68
INV502602,SC99822,DOORSTOP UNION JACK,10,2022-09-19 14:49:14.030806,0.66,C1064,Netherlands,6.6000000000000005
INV502603,SC15110,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2023-01-29 21:13:47.445489,7.51,C1379,Belgium,7.51
INV502604,SC64341,LARGE CHINESE STYLE BOWL,8,2022-08-01 00:51:16.455291,9.24,C1020,United Kingdom,73.92
INV502605,SC22087,STRAWBERRY CERAMIC TRINKET BOX,18,2022-10-09 21:18:23.980796,4.39,C1437,France,79.02
INV502606,SC33762,NATURAL SLATE HEART CHALKBOARD,2,2022-04-19 18:55:31.386277,4.36,C1366,USA,8.72
INV502607,SC92617,LARGE CHINESE STYLE BOWL,16,2022-05-03 11:54:57.539507,1.44,C1176,Germany,23.04
INV502608,SC19596,STAINLESS STEEL KITCHEN COLANDER,12,2022-12-30 20:15:01.620324,2.85,C1362,United Kingdom,34.2
INV502609,SC28313,FANCY FONT HOME SWEET HOME DOORMAT,9,2022-06-08 15:53:28.241648,15.08,C1021,United Kingdom,135.72
INV502610,SC76549,LARGE LETTER BOX KINGS ROAD,3,2022-04-26 11:55:14.822964,6.32,C1324,United Kingdom,18.96
INV502611,SC33705,DOORSTOP UNION JACK,4,2022-07-04 18:22:23.788757,1.59,C1447,United Kingdom,6.36
INV502612,SC77364,ZINC WILLIE WINKIE  CANDLE STICK,2,2022-08-15 00:50:41.888377,1.57,C1035,United Kingdom,3.14
INV502613,SC83445,DOORMAT NEW ENGLAND,8,2023-01-28 06:43:51.406281,2.48,C1249,United Kingdom,19.84
INV502614,SC88645,CHRISTMAS GINGHAM STAR,10,2022-02-12 13:58:14.858971,2.06,C1148,United Kingdom,20.6
INV502615,SC12023,SET OF 3 CAKE TINS PANTRY DESIGN,16,2023-08-10 12:35:51.790358,1.89,C1439,United Kingdom,30.24
INV502616,SC69796,WHITE HANGING HEART T-LIGHT HOLDER,11,2022-07-24 17:51:34.458891,3.46,C1072,United Kingdom,38.06
INV502617,SC90073,ALARM CLOCK BAKELIKE PINK,18,2022-08-29 07:50:06.601320,0.53,C1090,Germany,9.540000000000001
INV502618,SC74429,BAG 250g SWIRLY MARBLES,14,2023-02-15 15:43:06.037207,4.82,C1175,France,67.48
INV502619,SC71627,RECYCLED ACAPULCO MAT,8,2023-07-25 04:36:32.118423,4.54,C1125,United Kingdom,36.32
INV502620,SC43848,MAGIC DRAWING SLATE,15,2023-03-02 12:42:29.309861,5.82,C1203,United Kingdom,87.30000000000001
INV502621,SC47804,PACK OF 12 LONDON TISSUES,17,2022-07-23 17:21:36.979395,6.03,C1401,United Kingdom,102.51
INV502622,SC25379,REGENCY CAKESTAND 3 TIER,18,2022-09-04 21:19:50.398079,3.01,C1245,United Kingdom,54.17999999999999
,SC69664,MEDIUM CERAMIC TOP STORAGE JAR,6,2022-06-01 05:23:46.605321,5.04,C1098,United Kingdom,30.240000000000002
INV502624,SC37766,CHILDRENS CUTLERY DOLLY GIRL,14,2023-07-16 17:36:53.002600,2.53,C1270,Netherlands,35.419999999999995
INV502625,SC78099,GIRLS ALPHABET IRON ON PATCHES,3,2022-08-16 18:50:37.567513,9.58,C1497,United Kingdom,28.740000000000002
INV502626,SC46060,GINGERBREAD MAN COOKIE CUTTER,7,2022-06-12 03:53:19.599919,1.13,C1043,USA,7.909999999999999
INV502627,SC79122,MAGIC DRAWING SLATE,15,2022-07-08 06:22:15.147029,7.92,C1221,United Kingdom,118.8
INV502628,SC26087,LUNCH BAG RED RETROSPOT,16,2022-06-19 07:23:01.956391,1.4,C1428,United Kingdom,22.4
INV502629,SC58868,RECYCLED ACAPULCO MAT,16,2022-05-31 01:23:49.485897,0.83,C1096,Spain,13.28
INV502630,SC33225,METAL SIGN TAKE IT OR LEAVE IT,8,2023-09-25 11:03:58.367673,2.23,C1035,France,17.84
INV502631,SC16643,PAPER CHAIN KIT VINTAGE CHRISTMAS,7,2023-09-13 19:04:27.173434,3.36,C1167,Germany,23.52
INV502632,SC46727,SET OF 3 CAKE TINS PANTRY DESIGN,6,2023-02-04 10:13:33.762752,1.29,C1434,USA,7.74
INV502633,SC21005,STAINLESS STEEL KITCHEN COLANDER,2,2022-05-23 14:54:07.849569,2.93,C1029,United Kingdom,5.86
INV502634,SC75697,RED RETROSPOT MINI CASES,13,2022-03-17 09:26:53.842768,5.45,C1281,Spain,70.85000000000001
INV502635,SC26029,LARGE CHINESE STYLE BOWL,12,2023-12-30 03:00:02.160432,1.39,C1084,United Kingdom,16.68
INV502636,SC24226,WHITE HANGING HEART T-LIGHT HOLDER,15,2022-04-25 00:55:18.423684,3.1,C1356,Belgium,46.5
INV502637,SC73646,PACK OF 72 RETROSPOT CAKE CASES,9,2023-02-17 20:13:00.636127,1.74,C1490,United Kingdom,15.66
INV502638,SC70603,ASSORTED COLOUR BIRD ORNAMENT,2,2023-09-02 13:34:54.898979,2.76,C1120,United Kingdom,5.52
INV502639,SC38731,NOTEBOOK A7 IVORY,17,2022-01-20 23:29:10.670134,3.8,C1286,France,64.6
INV502640,SC78926,RECYCLED ACAPULCO MAT,5,2022-04-20 19:25:28.865773,1.79,C1247,United Kingdom,8.95
INV502641,SC15997,CAT BOWL PINK,11,2023-03-07 15:12:16.707341,16.1,C1183,United Kingdom,177.10000000000002
INV502642,SC65506,PLASTERS IN TIN VINTAGE PAISLEY,19,2023-12-03 03:31:08.773754,2.99,C1252,United Kingdom,56.81
INV502643,SC88229,FELT CHRISTMAS TREE WITH BAUBLES,7,2022-12-25 00:15:16.023204,5.72,C1444,France,40.04
INV502644,SC59815,ASSORTED COLOUR BIRD ORNAMENT,2,2023-02-18 06:42:59.555911,4.37,C1272,Portugal,8.74
INV502645,SC52092,GINGERBREAD MAN COOKIE CUTTER,16,2022-03-26 10:26:31.518303,6.25,C1208,France,100.0
INV502646,SC72539,PACK OF 72 RETROSPOT CAKE CASES,12,2023-04-20 16:10:27.965593,1.07,C1353,Belgium,12.84
INV502647,SC76077,GIRLS ALPHABET IRON ON PATCHES,15,2023-04-22 06:40:24.004800,1.26,C1381,United Kingdom,18.9
INV502648,SC31817,PACK OF 72 RETROSPOT CAKE CASES,1,2023-11-09 23:02:06.025205,2.5,C1023,United Kingdom,2.5
INV502649,SC47861,CHILDRENS CUTLERY DOLLY GIRL,13,2022-02-27 14:27:37.771554,6.24,C1121,United Kingdom,81.12
INV502650,SC23428,ZINC WILLIE WINKIE  CANDLE STICK,6,2022-10-10 11:18:22.540508,1.16,C1224,Germany,6.959999999999999
INV502651,SC53934,PACK OF 72 RETROSPOT CAKE CASES,13,2023-12-17 07:00:33.846769,11.13,C1387,United Kingdom,144.69
INV502652,SC20258,JUMBO BAG WOODLAND ANIMALS,18,2023-01-13 13:14:27.773554,0.91,C1392,United Kingdom,16.38
INV502653,SC67775,RECYCLED ACAPULCO MAT,3,2023-03-19 10:41:47.541508,1.08,C1385,United Kingdom,3.24
INV502654,SC91580,PACK OF 6 BIRDY GIFT TAGS,1,2022-01-25 15:28:59.147829,1.05,C1418,France,1.05
INV502655,SC15469,MEDIUM CERAMIC TOP STORAGE JAR,15,2022-12-07 19:15:58.511702,3.15,C1122,United Kingdom,47.25
INV502656,SC38854,SET OF 3 CAKE TINS PANTRY DESIGN,13,2023-04-18 08:10:33.726745,7.99,C1293,Spain,103.87
INV502657,SC16256,STRAWBERRY CERAMIC TRINKET BOX,5,2023-05-14 00:09:30.354070,1.38,C1172,Netherlands,6.8999999999999995
INV502658,SC86256,LARGE LETTER BOX KINGS ROAD,13,2023-06-05 07:38:35.263052,2.92,C1142,Netherlands,37.96
INV502659,SC43937,MEDIUM CERAMIC TOP STORAGE JAR,5,2023-04-14 23:40:42.008401,1.08,C1490,USA,5.4
INV502660,SC11651,HAND WARMER UNION JACK,19,2023-05-24 01:39:05.509101,3.49,C1425,United Kingdom,66.31
INV502661,SC60288,BROCADE RING PURSE,18,2023-12-07 02:00:59.051810,0.89,C1386,France,16.02
INV502662,SC94730,JUMBO BAG RED RETROSPOT,10,2022-09-26 11:18:57.107421,2.53,C1414,Switzerland,25.299999999999997
INV502663,SC35051,RED RETROSPOT MINI CASES,8,2023-07-03 07:37:26.129225,3.69,C1435,Germany,29.52
INV502664,SC37386,RED RETROSPOT MINI CASES,15,2023-10-26 19:32:40.952190,3.1,C1168,Spain,46.5
INV502665,SC85054,ALARM CLOCK BAKELIKE PINK,4,2023-03-18 06:41:50.422084,0.95,C1056,United Kingdom,3.8
INV502666,SC26184,NOTEBOOK A7 IVORY,2,2023-08-02 05:06:12.314462,1.03,C1041,Germany,2.06
INV502667,SC43787,NOTEBOOK A7 IVORY,6,2022-08-22 11:20:23.524704,3.84,C1308,United Kingdom,23.04
INV502669,SC85564,HAND WARMER UNION JACK,7,2023-09-23 20:34:02.328465,7.66,C1120,Spain,53.620000000000005
INV502670,SC87984,BROCADE RING PURSE,10,2023-01-27 09:43:53.566713,5.54,C1311,Switzerland,55.4
INV502671,SC69792,BAG 250g SWIRLY MARBLES,6,2022-01-17 04:29:20.032006,11.44,C1250,France,68.64
INV502672,SC55253,PAPER CHAIN KIT VINTAGE CHRISTMAS,16,2022-03-28 07:56:26.837367,2.07,C1342,United Kingdom,33.12
INV502673,SC44051,JUMBO BAG RED RETROSPOT,2,2022-12-22 16:15:21.784356,1.71,C1331,United Kingdom,3.42
INV502674,SC59811,DOORSTOP UNION JACK,17,2022-06-30 12:52:34.230846,0.59,C1455,Switzerland,10.03
INV502675,SC40447,RED RETROSPOT MINI CASES,13,2023-02-12 10:43:13.958791,2.29,C1436,United Kingdom,29.77
INV502676,SC93930,BROCADE RING PURSE,1,2022-12-19 00:45:30.786157,3.66,C1340,United Kingdom,3.66
INV502677,SC40254,LUNCH BAG RED RETROSPOT,6,2022-11-07 11:17:13.406681,5.57,C1340,Germany,33.42
INV502678,SC94045,BLUE POLKADOT MADELEINE GIFT BAG,5,2023-02-21 01:12:52.714542,1.43,C1415,United Kingdom,7.1499999999999995
